S,1,2;100;80;60;55;90
S,2,2;99.25;78.87;59.15;54.73;89.78
S,3,2;99.29;78.78;59.5;54.62;89.77
S,4,2;98.51;78.8;58.26;53.8;89.1
S,5,2;98.77;78.56;58.85;54.39;89.15;OIL;1000;54.59;PRIVATE;B
S,6,2;98.79;77.47;59.96;54.38;89.27
S,7,2;99.58;77.33;62.23;54.38;89.37
S,8,2;98.94;76.03;62.16;54.23;89.05
S,9,2;98.7;74.79;63.18;54.2;88.74
S,10,2;98.86;76;62.33;54.12;88.37
S,11,2;99.48;77.32;62.55;54.1;88.44
S,12,2;99.11;76.99;62.14;53.81;88.25
S,13,2;99.11;77.21;61.9;53.69;88.38
S,14,2;99.82;77.91;63.11;54.13;88.4
S,15,2;100.02;78.44;62.98;54.15;88.56
S,16,2;99.79;78.74;62.14;54.13;88.19
S,17,2;99.82;78.55;62.72;53.97;88.13
S,18,2;99.43;78.37;62.4;53.36;88.23
S,19,2;99.06;77.81;62.78;52.69;87.81
S,20,2;99.55;77.96;62.98;53.72;88.05
S,21,2;99.69;77.69;63.97;53.62;88.37;ML;1900;64.32;PRIVATE;C
S,22,2;100.36;78.03;65.94;53.51;88.32
S,23,2;100;76.84;66.06;53.41;88.23
S,24,2;99.92;77.14;65.93;53.07;87.77
S,25,2;100.59;77.82;66.6;53.87;87.94
S,26,2;100.33;77.03;67.02;53.52;88.37
S,27,2;100.81;78.04;67.82;53.3;88.42
S,28,2;100.78;78.19;68.62;52.61;88.72
S,29,2;100.58;77.13;68.57;52.74;89.14
S,30,2;100.23;76.72;68.45;52.22;89.21
S,31,2;100.36;77.09;67.9;52.45;89.24
S,32,2;100.32;76.48;68.87;52.33;89.44
S,33,2;99.69;76.26;67.67;51.9;88.91
S,34,2;99.49;76.28;67.12;51.77;89.31
S,35,2;98.99;75.29;66.61;51.91;89.33
S,36,2;98.4;74.9;65.16;51.81;89.34
S,37,2;98.16;74.31;64.24;52.39;89.28
S,38,2;97.92;74.09;63.93;52.18;89.26
S,39,2;97.78;74.75;61.72;53.02;88.87
S,40,2;97.08;73.01;62.52;52.49;88.7
S,41,2;97.48;73.59;63.23;52.53;88.61;JLG;-1900;73.54;PRIVATE;C
S,42,2;97.72;74.67;63.04;52.27;88.64
S,43,2;96.85;74.11;61.54;51.69;88.48
S,44,2;96.44;73.5;60.96;51.82;88
S,45,2;96.34;73.33;60.53;51.89;88.19
S,46,2;96.14;73.18;59.47;52.12;88.36
S,47,2;96.17;73.33;59.08;52.19;88.32
S,48,2;96.56;74.29;59.03;52.29;88.59
S,49,2;97.03;75.01;59.25;52.41;88.84
S,50,2;96.97;74.83;58.88;52.27;88.91
S,51,2;96.75;74.37;58.8;51.67;89.15
S,52,2;96.89;74.08;59.49;51.73;89.03
S,53,2;96.71;74.02;58.97;51.94;89.03
S,54,2;96.82;74.3;58.87;51.88;88.99
S,55,2;97.15;75.09;59.46;51.78;88.79
S,56,2;97.31;74.33;60.58;51.66;89.01;JLG;1500;74.81;PRIVATE;B
S,57,2;97.42;73.77;62.23;51.16;88.76
S,58,2;97.74;73.24;64.09;51.23;88.47
S,59,2;98;74.59;63.1;51.42;88.41
S,60,2;97.88;75.37;61.73;51.45;88.33
S,61,2;98.11;74.78;62.47;52.24;88.32
S,62,2;98.73;75.36;63.59;52.5;88.47
S,63,2;99.43;75.99;64.65;52.97;88.55
S,64,2;99.38;76.72;63.81;52.82;88.4
S,65,2;99.23;76.07;63;53.4;88.62
S,66,2;99.64;76.58;62.95;53.91;88.87
S,67,2;99.77;76.22;63.3;54.27;88.79
S,68,2;99.64;76.48;63.2;54.26;88.34
S,69,2;99.75;76.32;64.12;54.35;88.34
S,70,2;99.9;76.59;64.62;53.89;88.33
S,71,2;99.7;76.6;62.97;54.57;88.54;OIL;-1300;54.17;PRIVATE;C
S,72,2;100.17;77.47;62.93;55.18;88.47
S,73,2;99.8;77.48;61.74;55.25;88.34
S,74,2;99.45;77.35;61.04;55.26;87.79
S,75,2;99.26;77.29;60.65;55.09;87.78
S,76,2;99.84;77.87;61.2;55.48;87.94
S,77,2;100.18;78.78;60.57;55.9;87.92
S,78,2;100.79;79.49;60.85;56.55;88.26
S,79,2;100.41;78.49;60.89;55.97;88.61
S,80,2;100.8;78.77;62.16;55.51;88.94
S,81,2;101.42;80.13;62.3;55.41;89.48
S,82,2;101.2;80.07;61.97;55.32;89.55
S,83,2;100.89;79.51;61.44;55.15;89.75
S,84,2;101.38;80.01;62.33;55.62;89.82
S,85,2;100.97;79.82;62.03;55.09;89.84
S,86,2;101.09;80.06;61.85;55.01;90.22
S,87,2;102.15;80.59;64.2;55.43;90.3
S,88,2;102.01;80.05;64.44;55.42;90.15
S,89,2;101.7;79.94;63.82;55.18;89.86;JLG;-2000;79.55;PRIVATE;C
S,90,2;100.4;78.12;62.8;54.14;89.64
S,91,2;100.65;78.56;62.71;54.55;89.58
S,92,2;100.66;78.46;62.72;54.7;89.65
S,93,2;101.12;78.3;64.5;54.44;89.8
S,94,2;101.6;79.03;64.45;55.14;89.58
S,95,2;101.77;78.87;65.51;55.07;89.73
S,96,2;101.3;78.33;64.85;54.9;89.7
S,97,2;100.89;76.94;64.86;55.11;89.65
S,98,2;101.06;77.01;65.63;54.91;89.7
S,99,2;100.32;75.6;64.77;54.86;89.71
S,100,2;100.46;75.74;65.39;54.56;89.54
S,101,2;100.39;76.14;64.53;54.53;89.5
S,102,2;100.59;76.08;65.61;54.18;89.28
S,103,2;100.32;75.7;65.76;54.06;89.35
S,104,2;100.46;75.05;65.75;54.79;89.79
S,105,2;100.1;74.56;64.85;55;89.54
S,106,2;99.89;74.42;64.23;54.9;89.73
S,107,2;100.72;75.11;64.53;56.01;89.9;OIL;-1900;55.9;PRIVATE;B
S,108,2;100.61;75.31;64;56.04;89.86
S,109,2;100.22;74.68;63.84;55.78;90.02
S,110,2;99.91;73.96;62.88;56.28;90
S,111,2;100.72;75.31;63.89;56.46;90.21
S,112,2;99.87;74.28;62.84;56.24;90.42
S,113,2;99.71;74.9;61.73;56.19;90.26
S,114,2;99.53;74.86;61.55;55.79;90.08
S,115,2;99.89;74.29;62.86;55.94;90.46
S,116,2;99.76;73.9;63.27;55.76;90.47
S,117,2;99.44;73.68;63.33;55.1;90.39
S,118,2;99.69;74.62;62.84;54.88;90.8
S,119,2;98.97;74.24;61.95;54.04;90.55
S,120,2;98.87;73.48;62.43;53.97;90.44
S,121,2;98.83;74.1;61.9;53.78;90.04
S,122,2;98.24;74.18;60.03;53.69;89.97
S,123,2;99.13;74.84;61.77;54.01;90.15
S,124,2;98.59;74.52;61.5;53.71;89.83
S,125,2;99.21;73.86;64.29;53.59;90.24
S,126,2;99.47;74.22;64.81;53.57;90.37;ML;-1000;63.84;PRIVATE;A
S,127,2;99.83;75.12;64.96;53.54;90.48
S,128,2;98.76;74.27;63.68;52.9;90.07
S,129,2;99.25;74.34;65.16;52.86;89.97
S,130,2;99.52;74.51;64.39;53.78;90.36
S,131,2;99.28;74.02;63.87;54.03;90.46
S,132,2;99.41;74.08;64.72;53.84;90.41
S,133,2;99.64;74.54;64.94;53.99;90.5
S,134,2;98.36;73.85;63.13;52.88;90
S,135,2;97.42;73.36;61.38;52.42;89.52
S,136,2;97.48;73.38;61.17;52.68;89.3
S,137,2;97.29;73.56;60.04;53.02;89.44
S,138,2;97.52;72.99;61.84;52.62;89.7
S,139,2;96.58;71.73;60.58;52.23;90.05
S,140,2;97.26;73.16;61.3;52.32;89.87
S,141,2;97.68;73.11;61.71;53.46;89.88
S,142,2;97.34;72.45;61.71;53.22;89.65
S,143,2;97.32;72.08;61.16;53.87;90.06
S,144,2;96.64;71.12;60.56;53.64;90.12;JLG;1800;70.95;PRIVATE;C
S,145,2;96.16;70.84;60.62;52.7;89.78
S,146,2;95.86;71.49;59.5;52.06;90.03
S,147,2;95.78;71.29;59.65;52.22;89.66
S,148,2;95.98;71.75;59.3;52.44;89.58
S,149,2;96.44;72.38;60.25;52.35;89.66
S,150,2;96.07;72.36;59.58;52.22;89.47
S,151,2;96.46;73.25;59.3;52.31;89.6
S,152,2;96.43;72.59;60.69;51.66;89.9
S,153,2;96.6;73.15;60.2;51.74;90.3
S,154,2;96.39;72.63;60.56;51.82;90.1
S,155,2;95.72;71.58;59.56;51.8;89.94
S,156,2;96.79;71.98;61.48;52.65;90.21
S,157,2;96.54;72.04;61.28;52.13;90.24
S,158,2;96.25;72.11;60.55;52.01;89.89
S,159,2;95.61;71.91;60.09;50.93;89.92
S,160,2;95.76;72.21;59.91;51.05;90.01
S,161,2;96.45;74.02;59.66;51.59;89.87;OIL;1000;51.33;PRIVATE;C
S,162,2;97.14;75.69;59.56;51.77;89.95
S,163,2;96.72;75.81;57.83;51.77;90.15
S,164,2;95.76;74.95;56.64;51.46;89.31
S,165,2;95.98;76.21;56.28;51.31;89.5
S,166,2;95.44;75.02;56.56;50.88;89.14
S,167,2;95;74.31;56.66;50.38;89.09
S,168,2;95.62;75.59;56.46;50.92;88.96
S,169,2;95.89;75.22;57.87;50.83;88.84
S,170,2;95.69;75.25;57.5;50.66;88.66
S,171,2;95.02;74.45;56.47;50.41;88.48
S,172,2;94.67;74.15;56.77;49.42;88.65
S,173,2;94.91;74.68;57.12;49.17;88.93
S,174,2;95.68;76.18;57.22;49.65;88.97
S,175,2;95.96;76.54;57.55;49.71;88.84
S,176,2;96.23;77.78;56.7;50.01;88.9
S,177,2;96.51;78.26;56.59;50.3;89.05
S,178,2;95.84;76.66;56.73;49.68;89.11
S,179,2;96.35;77.87;56.91;49.56;89.42;JLG;-2000;76.28;PRIVATE;A
S,180,2;96.69;78.05;56.97;50.27;89.2
S,181,2;96.24;77.39;56.44;50.14;89.18
S,182,2;96.47;76.5;57.78;50.15;89.36
S,183,2;96.87;77.26;57.87;50.39;89.06
S,184,2;96.65;76.35;58.73;49.89;89.2
S,185,2;96.4;75.83;59.06;49.44;89.2
S,186,2;95.96;75.54;58.7;49.17;88.8
S,187,2;96.68;75.36;60.92;49.29;89.18
S,188,2;96.84;75.27;60.99;49.63;89.71
S,189,2;96.19;73.7;61.12;49.43;89.53
S,190,2;96.17;73.21;61.63;49.28;89.71
S,191,2;96.37;72.54;63.02;49.28;89.73
S,192,2;96.97;73.18;63.54;49.79;89.77
S,193,2;97.17;73.62;63.66;50.04;89.4
S,194,2;97.62;74.29;63.86;50.69;89.19
