S,1,1;254.705216;98.27405984;NaN;99.73943333
S,2,1;253.3520813;98.16657668;NaN;101.2305674
S,3,1;250.7874312;96.15871898;NaN;99.28340175
S,4,1;250.0668286;96.86293814;NaN;99.51557617
S,5,1;249.4205504;95.06624289;NaN;99.3721018
S,6,1;249.5156446;96.01564638;NaN;99.73128019
S,7,1;249.5273335;95.99312219;NaN;102.3961066
S,8,1;250.9328947;96.1391234;NaN;102.4770745
S,9,1;252.0014682;96.03559882;NaN;102.1444322
S,10,1;252.2545248;97.53460402;NaN;102.172738
S,11,1;251.4300653;97.75634093;NaN;102.5216714
S,12,1;250.228518;96.79736697;NaN;100.0122
S,13,1;249.0375054;95.59609893;NaN;99.13067067
S,14,1;248.2810654;95.22872657;NaN;98.53892535
S,15,1;247.9442088;95.34049391;NaN;98.87361121
S,16,1;249.6466106;95.42702515;NaN;98.51990501
S,17,1;251.3341362;95.34123364;NaN;98.44144485
S,18,1;251.9440492;97.50464057;NaN;99.37190774
S,19,1;251.850842;97.98462855;NaN;100.1266416
S,20,1;251.7191134;96.78573654;NaN;100.4582126
S,21,1;250.8504086;96.14815001;NaN;99.85415767
S,22,1;250.0519795;96.58000236;NaN;100.5262185
S,23,1;249.5144823;96.12787111;NaN;99.86099239
S,24,1;250.0969839;95.76356013;NaN;101.1906372
S,25,1;251.8375851;95.64749072;NaN;98.35944591
S,26,1;252.8680573;96.85400561;NaN;98.58757028
S,27,1;253.8239007;98.50711127;NaN;99.60665441
S,28,1;254.3753412;97.79959857;NaN;98.85468526
S,29,1;253.7685808;97.71096797;NaN;98.84250115
S,30,1;252.5029723;97.86919451;NaN;98.52652006
S,31,1;250.5377736;96.99902706;NaN;97.98598139
S,32,1;249.1853929;96.17216562;NaN;96.39856079
S,33,1;248.6108708;94.93148322;NaN;96.64073107
S,34,1;248.261226;95.18719239;NaN;98.79890541
S,35,1;248.1101024;95.83874221;NaN;99.29813686
S,36,1;247.0996016;95.54829854;NaN;99.36741614
S,37,1;246.5841463;95.27088046;NaN;98.4260621
S,38,1;247.0819655;94.0439485;NaN;98.08257881
S,39,1;247.9858264;94.51022636;NaN;97.89097651
S,40,1;248.7064832;95.91431081;NaN;97.17486805
S,41,1;248.7833616;96.32418573;NaN;96.85075022
S,42,1;248.7113467;95.93813124;NaN;97.5723497
S,43,1;248.5768456;95.19775222;NaN;96.90341255
S,44,1;247.0009743;95.39660025;NaN;97.74996596
