S,1,1;267.2894147;102.7236759;278.1379951;108.1475926
S,2,1;269.2798508;103.6802857;270.4991292;109.8595378
S,3,1;272.2787865;106.082899;256.98902;104.417132
S,4,1;279.8284755;103.8026379;241.2761699;95.96760577
S,5,1;283.7879983;105.4132686;230.8238025;88.98105462
S,6,1;285.2216965;113.9121435;225.7416992;83.2102666
S,7,1;285.17885;111.818895;226.5192004;85.29817634
S,8,1;286.8996774;108.5715479;228.4472906;87.31336305
S,9,1;289.7450463;107.8713414;233.7887815;89.83994906
S,10,1;297.3613617;111.9049464;238.8032227;89.24247432
S,11,1;302.2906452;115.1085943;243.6767088;92.94293372
S,12,1;309.2315453;120.362989;245.8179881;95.116657
S,13,1;309.9128831;118.3393105;241.8819986;96.46996855
S,14,1;301.109591;121.9821733;233.0891936;94.80043056
S,15,1;298.6287941;118.1913479;230.952236;88.10563697
S,16,1;284.7843519;106.9964453;225.4975539;82.1677928
S,17,1;269.7137102;113.8192334;218.4603182;89.46751519
S,18,1;256.6810892;100.7774635;215.3370679;85.39253524
S,19,1;248.0582565;93.14855544;212.4617923;78.82005425
S,20,1;243.9974613;91.74811924;209.8420339;80.73618699
S,21,1;242.7516507;92.55677451;211.6446802;80.84691304
S,22,1;248.9792261;94.99951266;220.3584127;80.3570564
S,23,1;248.7793492;93.61114952;220.2865552;83.5797661
S,24,1;250.2706221;100.5506189;221.6343984;91.88789577
S,25,1;243.3921024;94.71391024;217.9168778;83.36719116
S,26,1;239.332012;95.83442786;218.4242178;83.72253559
S,27,1;233.4599492;87.65077761;217.6880586;80.23991271
S,28,1;232.3659671;89.05650099;218.5045982;85.40286645
S,29,1;230.1656096;87.6987861;220.3608274;85.17492328
S,30,1;225.8328255;90.10699776;216.4187781;84.14681519
S,31,1;224.1541533;87.91172916;217.9279456;85.69831901
S,32,1;219.4047633;82.6634684;220.2181072;79.20144377
S,33,1;215.977721;85.28309804;220.9019717;85.36797156
S,34,1;210.5752531;81.81341528;220.3683106;87.9597092
S,35,1;208.9024279;81.34009984;221.9815179;85.10640245
S,36,1;210.9251958;77.54651397;224.9501832;83.17645773
S,37,1;215.0929387;79.73559237;230.7410964;85.94290475
S,38,1;223.227475;84.57151121;234.6016269;89.80507863
S,39,1;232.7809696;86.52756372;241.024938;93.75055347
S,40,1;237.3131611;91.4556129;243.8708767;91.8197427
S,41,1;231.8977083;95.2691758;240.2414588;95.7151849
S,42,1;227.1084849;92.19120016;239.0168079;94.86085381
S,43,1;222.4232827;81.91715602;237.2646621;88.02228474
S,44,1;222.6766012;82.80584786;236.8418549;90.79612777
S,45,1;223.053202;84.57395648;237.7835566;91.10779516
S,46,1;230.3037473;88.80452018;244.1321109;91.8980206
S,47,1;229.521813;86.90043208;252.7943335;92.57144891
S,48,1;226.1348466;93.11252969;258.2091023;98.56010693
S,49,1;220.0543673;86.34679574;264.9541404;103.9182909
S,50,1;213.2107701;82.42271806;267.9386095;101.6423499
S,51,1;208.2755591;80.20945085;273.0786382;104.5992792
S,52,1;209.1898762;78.08780565;273.9248343;103.6428679
S,53,1;207.981401;78.82344857;283.5729;108.3659397
S,54,1;209.2097947;83.09349959;295.6697656;105.6892101
S,55,1;210.3238937;79.44277457;310.0827477;115.9535089
S,56,1;211.8701326;80.67636208;320.8819976;123.261481
S,57,1;213.4827212;81.56290271;331.1903601;128.2561022
S,58,1;214.8193701;82.66345493;343.417812;128.0652527
S,59,1;216.9176993;83.48475862;349.5386757;131.1278162
S,60,1;219.8218129;82.96251058;350.6939725;139.934042
S,61,1;218.1691636;84.58921909;341.1154566;137.530299
S,62,1;212.4766691;86.70522589;329.8720519;132.6889886
S,63,1;207.7677603;81.88817578;315.3227096;120.9808799
S,64,1;203.1826035;76.11554794;306.6912265;118.3390035
S,65,1;197.0968585;76.70698988;302.4651059;113.9364053
S,66,1;192.2918303;76.7409566;294.8303533;115.4947894
S,67,1;189.1755776;72.75529534;290.859441;116.5932646
S,68,1;191.772061;70.86021694;290.2009517;107.9189476
S,69,1;194.9741494;71.210612;290.5872124;108.9586461
S,70,1;194.9037877;77.59906769;293.1797864;112.9226647
S,71,1;196.9137743;78.49149468;295.7494719;113.7152425
S,72,1;194.3009824;73.24145259;300.1116106;115.0372427
S,73,1;197.4024978;75.7403206;307.1370074;114.4214821
