S,1,1;257.9175131;99.60631005;258.6637896;98.53896631
S,2,1;258.9398997;98.27249792;260.4104289;99.25063328
S,3,1;260.1900643;98.83780383;260.8981091;100.299654
S,4,1;260.185505;100.9640025;262.0212927;101.7368958
S,5,1;259.8913749;101.3483992;262.1429451;100.3351658
S,6,1;258.4697348;99.51055355;261.7402831;101.0100844
S,7,1;256.8773359;99.02855186;260.2320812;100.7263823
S,8,1;255.4871442;98.26763926;259.3726406;100.271197
S,9,1;255.90762;98.03214991;260.1096198;98.95308341
S,10,1;257.2594532;97.74217408;261.2884865;99.18187817
S,11,1;257.8704298;99.16282445;263.193766;101.2186095
S,12,1;258.3668641;100.3125828;264.8165691;101.7659014
S,13,1;259.2310074;99.35235734;265.4249081;102.4246144
S,14,1;259.1602032;99.19291928;265.8224525;102.4730502
S,15,1;259.9286597;100.1828043;264.8889306;101.9202835
S,16,1;260.7462629;99.66413693;265.7117145;102.3292827
S,17,1;261.6654555;100.5910698;265.3720531;101.0813099
S,18,1;261.4422341;100.8517917;265.8697103;103.0032944
S,19,1;260.1548951;101.1219038;265.286272;102.006901
S,20,1;259.1143775;100.1109519;264.898605;102.4565157
S,21,1;258.1886094;98.69531389;262.6895204;101.4883028
S,22,1;258.8871047;99.01437273;261.4472053;101.4103683
S,23,1;260.3220206;99.1175449;259.0901781;99.45791403
S,24,1;261.7449061;100.6345477;257.6759492;99.79951451
S,25,1;261.1844143;101.4074415;255.6285488;98.34239132
S,26,1;258.4432941;101.337275;254.137863;98.406958
S,27,1;255.9859016;99.32532046;252.9615811;97.20943819
S,28,1;253.7500122;96.69481332;251.1526849;96.83895735
S,29,1;251.8070577;96.94677882;250.9201062;96.87660285
S,30,1;250.9518116;96.95934217;249.3042703;95.44772738
S,31,1;250.6317924;96.15049456;248.6925786;96.68504681
S,32,1;251.5720874;96.21029415;248.1526427;94.88271643
S,33,1;251.7024782;96.30278313;247.251402;95.24688638
S,34,1;253.4015907;97.76521841;246.1321574;95.38914598
S,35,1;255.2184214;96.93432591;244.8979322;94.47460827
S,36,1;256.9137677;98.523365;243.8768643;93.92325874
S,37,1;258.0100667;99.47145357;244.0118436;93.31772043
S,38,1;259.8267036;99.7376281;243.3572288;93.33075542
S,39,1;261.4386573;99.61050808;243.6192897;94.44816611
S,40,1;262.7817386;100.9057093;244.554607;93.22266997
S,41,1;262.2247658;101.6744811;245.2924276;93.77617731
S,42,1;261.5704713;101.8023694;247.0814942;94.8873514
S,43,1;258.7029492;99.81783773;248.4697772;94.89451149
S,44,1;256.9373661;99.68426593;249.1930262;96.3217144
S,45,1;254.9279647;97.43230379;247.8647712;96.28733203
S,46,1;254.1706105;97.97476911;247.6765526;95.8654043
S,47,1;254.0177112;97.30805882;246.4750569;93.83192665
S,48,1;252.6728252;97.61392385;246.5817083;95.09859796
S,49,1;251.0111807;97.98519148;246.2166367;94.39139249
S,50,1;248.3955987;95.99397334;246.3242739;95.2273281
S,51,1;245.5091712;95.14562562;246.1025562;94.54947484
S,52,1;243.6297159;93.74372251;245.1958577;94.60239439
S,53,1;241.4334565;92.72616834;242.3713542;94.5527812
S,54,1;239.5565783;93.1134206;241.2505203;93.54687099
S,55,1;239.5738821;91.75386128;238.914704;90.95088769
S,56,1;238.6768932;90.99624661;238.3420767;92.26284214
S,57,1;238.7287734;92.66651931;237.7234108;90.82145185
S,58,1;239.4610946;91.44375626;237.2795915;91.75221384
S,59,1;241.1201154;91.89167151;237.256267;91.35487119
S,60,1;242.5974461;92.74247606;237.05935;90.79273918
