S,1,3;21.1335822699;90.7962015964;10.6922245823;7.30688582868;54.3661577906;27.716775934;1.60961677597;18.0151136141;18.4950615743;0.717002905205;-8.20878177849;10.6922245823;6.69130313899;-44.6388255843;27.716775934;20.7950307613;-80.9898697608;18.4950615743;99.6205660646;CALL_80;-1;17.9212777649
S,2,3;20.2403771081;89.9187011426;11.5345141001;6.78032531018;52.1707745022;27.8650351131;1.43863122321;16.5915877969;17.5533058993;0.802416362706;-9.08628223232;11.5345141001;7.14336123974;-46.8342088727;27.8650351131;21.6026638277;-82.413395578;17.5533058993;98.6419474454;CALL_80;-1;19.0259544816
S,3,3;20.4963183103;90.1787540519;11.2884894847;6.9295098183;52.8054183;27.8310805299;1.48635985954;16.9947150193;17.8257270829;0.77696254428;-8.82622932298;11.2884894847;7.0111507273;-46.1995650749;27.8310805299;21.3689974435;-82.0102683556;17.8257270829;98.9233424659;PUT_100;-1;6.84288310984
S,4,3;20.5019893147;90.1844361413;11.2830807066;6.93283088864;52.8194302673;27.8302492545;1.48742883697;17.0036912864;17.8317408338;0.776407702246;-8.82054723365;11.2830807066;7.00824595114;-46.1855531076;27.8302492545;21.3638405745;-82.0012920885;17.8317408338;98.9295683124;PUT_80;-1;0.727494017005
S,5,3;20.2571287282;89.9359397972;11.5182967824;6.79004758733;52.2124473462;27.8630273337;1.44172432421;16.6178534814;17.5711956592;0.800725410839;-9.0690435777;11.5182967824;7.13464094491;-46.7925360287;27.8630273337;21.5873143568;-82.3871298935;17.5711956592;98.6603900173;PUT_80;-1;0.679815873802
S,6,3;21.8870697106;91.4739239975;10.0171762941;7.76383942449;56.1747334514;27.5293333048;1.76363719222;19.2511930234;19.2682490995;0.651974417475;-7.53105937744;10.0171762941;6.32974080635;-42.8302499235;27.5293333048;20.1305352491;-79.7537903515;19.2682490995;100.439081993;PUT_120;-1;18.4999618939
S,7,3;21.7428332158;91.3483967008;10.1438933135;7.67547528031;55.8316730812;27.5694409068;1.73344977208;19.0121662624;19.1218759656;0.663956119339;-7.6565866741;10.1438933135;6.39759485879;-43.1733102938;27.5694409068;20.2565660255;-79.9928171126;19.1218759656;100.282863796;CALL_120;1;1.75425116935
S,8,3;20.6016884707;90.2837704822;11.1882926512;6.99132658357;53.0654105332;27.8150816115;1.50630329829;17.1618078676;17.9373030893;0.766717083449;-8.72121289271;11.1882926512;6.95735187132;-45.9395728417;27.8150816115;21.273325261;-81.8431755073;17.9373030893;99.0389580872;PUT_120;-1;19.231086036
S,9,3;20.1576270211;89.833092197;11.6148605031;6.73238551153;51.9646428107;27.8745082044;1.42341486001;16.4620869576;17.4648141997;0.810821442134;-9.17189117788;11.6148605031;7.18657660757;-47.0403405642;27.8745082044;21.678602631;-82.5428964173;17.4648141997;98.5507922789;PUT_120;-1;17.6463825417
S,10,3;19.907583403;89.5697770704;11.8600209093;6.58840441833;51.3390193248;27.8985935744;1.37807023801;16.0732921803;17.1962449406;0.836753121423;-9.43520630447;11.8600209093;7.31857081177;-47.6659640501;27.8985935744;21.9092333064;-82.9316911946;17.1962449406;98.2748169815;CALL_80;-1;19.4298014013
