S,1,3;22.402535508;91.9069379502;9.57395787852;8.08304496001;57.388353522;27.3702681665;1.87427979226;20.114455379;19.7846190641;0.610865372325;-7.09804542471;9.57395787852;6.09237149934;-41.6166298529;27.3702681665;19.6846030066;-78.8905279959;19.7846190641;100.995656836;PUT_80;1;0.666454121207
S,2,3;21.2054385678;90.8632199028;10.6264503358;7.34996376639;54.5403724114;27.7012942415;1.62391474533;18.1316318474;18.5696822391;0.710535525935;-8.1417634721;10.6264503358;6.65605739956;-44.4646109635;27.7012942415;20.7310050535;-80.8733515275;18.5696822391;99.6988897417;PUT_100;-1;5.33150197705
S,3,3;21.971913964;91.5468588713;9.94318954523;7.81601359258;56.3758275924;27.504829618;1.78155141816;19.3923180521;19.3539732084;0.645025965048;-7.4581245036;9.94318954523;6.2901222686;-42.6291557825;27.504829618;20.0566567692;-79.6126653228;19.3539732084;100.530874699;CALL_100;1;8.98059961788
S,4,3;22.2175981816;91.7543399832;9.73124649308;7.96790975604;56.9551761191;27.4301228245;1.83408523174;19.8031312777;19.6005942474;0.625312959718;-7.25064339173;9.73124649308;6.17662120914;-42.0498072559;27.4301228245;19.8437933598;-79.2018520972;19.6005942474;100.796271922;PUT_100;-1;5.53425260339
S,5,3;21.7382036396;91.344335324;10.1479801598;7.67264600055;55.8206369372;27.5706957026;1.7324863992;19.0045128183;19.1171645935;0.664344262187;-7.66064805089;10.1479801598;6.39978329813;-43.1843464377;27.5706957026;20.2606203718;-80.0004705566;19.1171645935;100.277846077;CALL_80;1;24.4989555018
S,6,3;22.1174554846;91.6704310939;9.81722355234;7.90584961422;56.719562532;27.4612422951;1.81255343088;19.6352960277;19.5003619461;0.633275660449;-7.334552281;9.81722355234;6.22266646505;-42.2854208429;27.4612422951;19.9303669567;-79.3696873472;19.5003619461;100.688166524;CALL_80;1;25.2138992524
S,7,3;21.4683948069;91.1041195618;10.3882679069;7.50850743597;55.174798562;27.6402831782;1.6769360181;18.5604965936;18.8411982347;0.687354818508;-7.9008638131;10.3882679069;6.52846412254;-43.8301848129;27.6402831782;20.4978893796;-80.4444867813;18.8411982347;99.9850266884;CALL_100;-1;6.22455266442
S,8,3;21.2535878953;90.9078396874;10.5825417194;7.37888859797;54.6569065275;27.6906325993;1.63354121967;18.2098710191;18.6195829746;0.706234097755;-8.09714368751;10.5825417194;6.63253147539;-44.3480768475;27.6906325993;20.6881807721;-80.7951123558;18.6195829746;99.7513404975;CALL_100;-1;5.91786865557
S,9,3;22.2091449127;91.7472919652;9.73848210167;7.96266336807;56.9353158881;27.4327849694;1.83226136069;19.7889435928;19.5921491255;0.625981293745;-7.2576914097;9.73848210167;6.18049642413;-42.0696674869;27.4327849694;19.8510910917;-79.2160397821;19.5921491255;100.787150319;PUT_80;-1;0.505792885346
S,10,3;20.7669242268;90.4460906329;11.032450748;7.08872965074;53.4715882692;27.787654714;1.53792456736;17.4251426245;18.1115665713;0.75091914406;-8.55889274201;11.032450748;6.87372124299;-45.5333951057;27.787654714;21.1239128346;-81.5798407504;18.1115665713;99.2199917827;CALL_120;1;1.53946249193
S,11,3;20.1485372813;89.8236423263;11.623710098;6.72712831526;51.9419723021;27.8755035354;1.42174978918;16.4478869535;17.4550817571;0.811750008034;-9.1813410486;11.623710098;7.19133771695;-47.0630110728;27.8755035354;21.6869558659;-82.5570964214;17.4550817571;98.5407739732;CALL_80;1;20.2089828932
